match,teams,score,ht_score,date,formations,players
38328,"['Arsenal', 'West Ham']","['3', '1']","['1', '1']",Sat 25 Aug 2018,"['4-2-3-1', '4-4-1-1']","[['Petr Cech', 'Goalkeeper', '2651'], ['Héctor Bellerín', 'Defender', '4474'], ['Shkodran Mustafi', 'Defender', '3869'], ['Sokratis Papastathopoulos', 'Defender', '5093'], ['Nacho Monreal', 'Defender', '4472'], ['Granit Xhaka', 'Midfielder', '12136'], ['Henrikh Mkhitaryan', 'Midfielder', '5102'], ['Alex Iwobi', 'Midfielder', '4717'], ['Aaron Ramsey', 'Midfielder', '3548'], ['Mattéo Guendouzi', 'Midfielder', '50512'], ['Pierre-Emerick Aubameyang', 'Forward', '5110'], ['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Issa Diop', 'Defender', '49884'], ['Ryan Fredericks', 'Defender', '3958'], ['Arthur Masuaku', 'Defender', '11284'], ['Fabián Balbuena', 'Defender', '32435'], ['Robert Snodgrass', 'Midfielder', '4558'], ['Jack Wilshere', 'Midfielder', '3547'], ['Carlos Sánchez', 'Midfielder', '10430'], ['Michail Antonio', 'Midfielder', '9595'], ['Marko Arnautovic', 'Forward', '4823'], ['Felipe Anderson', 'Forward', '6784']]"
38329,"['Bournemouth', 'Everton']","['2', '2']","['0', '0']",Sat 25 Aug 2018,"['4-4-2', '4-4-1-1']","[['Asmir Begovic', 'Goalkeeper', '2537'], ['Adam Smith', 'Defender', '3512'], ['Charlie Daniels', 'Defender', '3242'], ['Steve Cook', 'Defender', '8045'], ['Nathan Aké', 'Defender', '4499'], ['Dan Gosling', 'Midfielder', '3390'], ['Andrew Surman', 'Midfielder', '2338'], ['Ryan Fraser', 'Midfielder', '8052'], ['David Brooks', 'Midfielder', '13706'], ['Joshua King', 'Forward', '3926'], ['Callum Wilson', 'Forward', '8454'], ['Jordan Pickford', 'Goalkeeper', '4640'], ['Leighton Baines', 'Defender', '3030'], ['Michael Keane', 'Defender', '4333'], ['Mason Holgate', 'Defender', '10564'], ['Séamus Coleman', 'Defender', '3600'], ['Theo Walcott', 'Midfielder', '2839'], ['Richarlison', 'Midfielder', '24630'], ['Idrissa Gueye', 'Midfielder', '12582'], ['Tom Davies', 'Midfielder', '13389'], ['Gylfi Sigurdsson', 'Forward', '4421'], ['Cenk Tosun', 'Forward', '12114']]"
38330,"['Fulham', 'Burnley']","['4', '2']","['3', '2']",Sun 26 Aug 2018,"['4-3-3', '4-4-1-1']","[['Marcus Bettinelli', 'Goalkeeper', '4511'], ['Timothy Fosu-Mensah', 'Defender', '13561'], ['Denis Odoi', 'Defender', '12536'], ['Maxime Le Marchand', 'Defender', '20503'], ['Joe Bryan', 'Defender', '8185'], ['Tom Cairney', 'Midfielder', '3894'], ['Kevin McDonald', 'Midfielder', '3844'], ['Jean Seri', 'Midfielder', '7013'], ['Luciano Vietto', 'Forward', '12949'], ['Aleksandar Mitrovic', 'Forward', '5879'], ['André Schürrle', 'Forward', '4750'], ['Joe Hart', 'Goalkeeper', '3143'], ['Stephen Ward', 'Defender', '3999'], ['Ben Mee', 'Defender', '3909'], ['Matthew Lowton', 'Defender', '4487'], ['James Tarkowski', 'Defender', '8143'], ['Aaron Lennon', 'Midfielder', '2270'], ['Jack Cork', 'Midfielder', '2889'], ['Jóhann Gudmundsson', 'Midfielder', '6210'], ['Ashley Westwood', 'Midfielder', '4489'], ['Chris Wood', 'Forward', '3756'], ['Jeff Hendrick', 'Forward', '8586']]"
38331,"['Huddersfield', 'Cardiff']","['0', '0']","['0', '0']",Sat 25 Aug 2018,"['4-2-3-1', '4-1-4-1']","[['Ben Hamer', 'Goalkeeper', '3183'], ['Florent Hadërgjonaj', 'Defender', '12173'], ['Christopher Schindler', 'Defender', '19607'], ['Terence Kongolo', 'Defender', '12359'], ['Zanka', 'Defender', '7103'], ['Aaron Mooy', 'Midfielder', '19619'], ['Adama Diakhaby', 'Midfielder', '24253'], ['Rajiv van La Parra', 'Midfielder', '10964'], ['Jonathan Hogg', 'Midfielder', '3801'], ['Philip Billing', 'Midfielder', '8882'], ['Steve Mounié', 'Forward', '22570'], ['Neil Etheridge', 'Goalkeeper', '4120'], ['Bruno Ecuele Manga', 'Defender', '10633'], ['Sol Bamba', 'Defender', '7500'], ['Joe Bennett', 'Defender', '3672'], ['Sean Morrison', 'Defender', '4577'], ['Josh Murphy', 'Midfielder', '4561'], ['Joe Ralls', 'Midfielder', '10074'], ['Harry Arter', 'Midfielder', '8050'], ['Víctor Camarasa', 'Midfielder', '22952'], ['Nathaniel Méndez-Laing', 'Midfielder', '4006'], ['Kenneth Zohore', 'Forward', '6627']]"
38332,"['Liverpool', 'Brighton']","['1', '0']","['1', '0']",Sat 25 Aug 2018,"['4-3-3', '4-5-1']","[['Alisson Becker', 'Goalkeeper', '20559'], ['Joe Gomez', 'Defender', '10651'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Andy Robertson', 'Defender', '10458'], ['Virgil van Dijk', 'Defender', '5140'], ['James Milner', 'Midfielder', '2100'], ['Naby Keïta', 'Midfielder', '12316'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Sadio Mané', 'Forward', '6519'], ['Mohamed Salah', 'Forward', '5178'], ['Roberto Firmino', 'Forward', '13511'], ['Mathew Ryan', 'Goalkeeper', '12192'], ['Shane Duffy', 'Defender', '3601'], ['Martín Montoya', 'Defender', '4955'], ['Leon Balogun', 'Defender', '20183'], ['Gaëtan Bong', 'Defender', '5721'], ['Davy Pröpper', 'Midfielder', '16790'], ['Anthony Knockaert', 'Midfielder', '8982'], ['Dale Stephens', 'Midfielder', '8168'], ['Solly March', 'Midfielder', '8171'], ['Yves Bissouma', 'Midfielder', '50245'], ['Glenn Murray', 'Forward', '4772']]"
38333,"['Man Utd', 'Spurs']","['0', '3']","['0', '0']",Mon 27 Aug 2018,"['3-5-1-1', '4-1-2-1-2']","[['David de Gea', 'Goalkeeper', '4330'], ['Ander Herrera', 'Defender', '10475'], ['Chris Smalling', 'Defender', '3613'], ['Phil Jones', 'Defender', '3820'], ['Antonio Valencia', 'Midfielder', '3285'], ['Nemanja Matic', 'Midfielder', '3861'], ['Luke Shaw', 'Midfielder', '4608'], ['Fred', 'Midfielder', '5906'], ['Paul Pogba', 'Midfielder', '3920'], ['Jesse Lingard', 'Forward', '4337'], ['Romelu Lukaku', 'Forward', '4290'], ['Hugo Lloris', 'Goalkeeper', '4664'], ['Toby Alderweireld', 'Defender', '4916'], ['Danny Rose', 'Defender', '3507'], ['Kieran Trippier', 'Defender', '3905'], ['Jan Vertonghen', 'Defender', '4666'], ['Mousa Dembélé', 'Midfielder', '4123'], ['Dele Alli', 'Midfielder', '9167'], ['Eric Dier', 'Midfielder', '4112'], ['Christian Eriksen', 'Midfielder', '4845'], ['Harry Kane', 'Forward', '3960'], ['Lucas Moura', 'Forward', '5762']]"
38334,"['Newcastle', 'Chelsea']","['1', '2']","['0', '0']",Sun 26 Aug 2018,"['5-4-1', '4-3-3']","[['Martin Dúbravka', 'Goalkeeper', '6451'], ['DeAndre Yedlin', 'Defender', '10522'], ['Paul Dummett', 'Defender', '4340'], ['Fabian Schär', 'Defender', '5220'], ['Ciaran Clark', 'Defender', '3562'], ['Federico Fernández', 'Defender', '5672'], ['Mohamed Diamé', 'Midfielder', '3982'], ['Matt Ritchie', 'Midfielder', '3934'], ['Ki Sung-Yeung', 'Midfielder', '4656'], ['Jacob Murphy', 'Midfielder', '9662'], ['Salomón Rondón', 'Forward', '6030'], ['Kepa', 'Goalkeeper', '11373'], ['César Azpilicueta', 'Defender', '4496'], ['Antonio Rüdiger', 'Defender', '16801'], ['Marcos Alonso', 'Defender', '4093'], ['David Luiz', 'Defender', '4100'], ['Jorginho', 'Midfielder', '5682'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Mateo Kovacic', 'Midfielder', '12520'], ['Álvaro Morata', 'Forward', '5804'], ['Eden Hazard', 'Forward', '4503'], ['Pedro', 'Forward', '4972']]"
38335,"['Southampton', 'Leicester']","['1', '2']","['0', '0']",Sat 25 Aug 2018,"['4-4-2', '4-2-3-1']","[['Alex McCarthy', 'Goalkeeper', '4573'], ['Wesley Hoedt', 'Defender', '6194'], ['Ryan Bertrand', 'Defender', '2886'], ['Jannik Vestergaard', 'Defender', '20109'], ['Cédric Soares', 'Defender', '11347'], ['Mohamed Elyounoussi', 'Midfielder', '15967'], ['Nathan Redmond', 'Midfielder', '3811'], ['Mario Lemina', 'Midfielder', '5583'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Shane Long', 'Forward', '3206'], ['Danny Ings', 'Forward', '8245'], ['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Harry Maguire', 'Defender', '9566'], ['Wes Morgan', 'Defender', '8966'], ['Ben Chilwell', 'Defender', '13491'], ['Daniel Amartey', 'Defender', '12306'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Nampalys Mendy', 'Midfielder', '19617'], ['James Maddison', 'Midfielder', '8456'], ['Ricardo Pereira', 'Midfielder', '5343'], ['Demarai Gray', 'Midfielder', '7946'], ['Kelechi Iheanacho', 'Forward', '13554']]"
38336,"['Watford', 'Crystal Palace']","['2', '1']","['0', '0']",Sun 26 Aug 2018,"['4-2-2-2', '4-4-2']","[['Ben Foster', 'Goalkeeper', '2932'], ['Craig Cathcart', 'Defender', '3160'], ['Daryl Janmaat', 'Defender', '10480'], ['José Holebas', 'Defender', '5713'], ['Christian Kabasele', 'Defender', '19605'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Étienne Capoue', 'Midfielder', '4843'], ['Roberto Pereyra', 'Midfielder', '11213'], ['Will Hughes', 'Midfielder', '8589'], ['Andre Gray', 'Forward', '9060'], ['Troy Deeney', 'Forward', '9947'], ['Wayne Hennessey', 'Goalkeeper', '2569'], ['Patrick van Aanholt', 'Defender', '3362'], ['Martin Kelly', 'Defender', '3644'], ['Joel Ward', 'Defender', '3929'], ['Mamadou Sakho', 'Defender', '4796'], ['Andros Townsend', 'Midfielder', '3724'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['Luka Milivojevic', 'Midfielder', '5859'], ['James McArthur', 'Midfielder', '4224'], ['Christian Benteke', 'Forward', '4492'], ['Wilfried Zaha', 'Forward', '4539']]"
38337,"['Wolves', 'Man City']","['1', '1']","['0', '0']",Sat 25 Aug 2018,"['3-4-2-1', '4-3-3']","[['Rui Patrício', 'Goalkeeper', '11341'], ['Conor Coady', 'Defender', '4136'], ['Ryan Bennett', 'Defender', '4351'], ['Willy-Arnaud Boly', 'Defender', '16204'], ['João Moutinho', 'Midfielder', '11259'], ['Matt Doherty', 'Midfielder', '4229'], ['Rúben Neves', 'Midfielder', '11180'], ['Jonny Otto', 'Midfielder', '20277'], ['Hélder Costa', 'Forward', '5064'], ['Diogo Jota', 'Forward', '19758'], ['Raúl Jiménez', 'Forward', '11071'], ['Ederson', 'Goalkeeper', '12707'], ['Kyle Walker', 'Defender', '3955'], ['Benjamin Mendy', 'Defender', '5575'], ['Vincent Kompany', 'Defender', '3653'], ['Aymeric Laporte', 'Defender', '11044'], ['David Silva', 'Midfielder', '4145'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['Fernandinho', 'Midfielder', '4804'], ['Sergio Agüero', 'Forward', '4328'], ['Raheem Sterling', 'Forward', '4316'], ['Bernardo Silva', 'Forward', '5067']]"
38338,"['Brighton', 'Fulham']","['2', '2']","['0', '1']",Sat 1 Sep 2018,"['4-4-1-1', '4-3-3']","[['Mathew Ryan', 'Goalkeeper', '12192'], ['Martín Montoya', 'Defender', '4955'], ['Gaëtan Bong', 'Defender', '5721'], ['Lewis Dunk', 'Defender', '8163'], ['Shane Duffy', 'Defender', '3601'], ['Solly March', 'Midfielder', '8171'], ['Davy Pröpper', 'Midfielder', '16790'], ['Dale Stephens', 'Midfielder', '8168'], ['Anthony Knockaert', 'Midfielder', '8982'], ['Glenn Murray', 'Forward', '4772'], ['Pascal Groß', 'Forward', '22542'], ['Marcus Bettinelli', 'Goalkeeper', '4511'], ['Alfie Mawson', 'Defender', '9960'], ['Maxime Le Marchand', 'Defender', '20503'], ['Timothy Fosu-Mensah', 'Defender', '13561'], ['Denis Odoi', 'Defender', '12536'], ['Jean Seri', 'Midfielder', '7013'], ['Frank Anguissa', 'Midfielder', '32162'], ['Kevin McDonald', 'Midfielder', '3844'], ['Aleksandar Mitrovic', 'Forward', '5879'], ['André Schürrle', 'Forward', '4750'], ['Luciano Vietto', 'Forward', '12949']]"
38339,"['Burnley', 'Man Utd']","['0', '2']","['0', '2']",Sun 2 Sep 2018,"['4-4-1-1', '4-3-3']","[['Joe Hart', 'Goalkeeper', '3143'], ['Phil Bardsley', 'Defender', '2517'], ['Ben Mee', 'Defender', '3909'], ['Charlie Taylor', 'Defender', '8691'], ['James Tarkowski', 'Defender', '8143'], ['Dwight McNeil', 'Midfielder', '24797'], ['Aaron Lennon', 'Midfielder', '2270'], ['Ashley Westwood', 'Midfielder', '4489'], ['Jack Cork', 'Midfielder', '2889'], ['Jeff Hendrick', 'Forward', '8586'], ['Chris Wood', 'Forward', '3756'], ['David de Gea', 'Goalkeeper', '4330'], ['Luke Shaw', 'Defender', '4608'], ['Victor Lindelöf', 'Defender', '5066'], ['Antonio Valencia', 'Defender', '3285'], ['Chris Smalling', 'Defender', '3613'], ['Marouane Fellaini', 'Midfielder', '3604'], ['Nemanja Matic', 'Midfielder', '3861'], ['Paul Pogba', 'Midfielder', '3920'], ['Alexis Sánchez', 'Forward', '4973'], ['Jesse Lingard', 'Forward', '4337'], ['Romelu Lukaku', 'Forward', '4290']]"
38340,"['Cardiff', 'Arsenal']","['2', '3']","['1', '1']",Sun 2 Sep 2018,"['4-4-2', '4-2-3-1']","[['Neil Etheridge', 'Goalkeeper', '4120'], ['Bruno Ecuele Manga', 'Defender', '10633'], ['Sean Morrison', 'Defender', '4577'], ['Joe Bennett', 'Defender', '3672'], ['Sol Bamba', 'Defender', '7500'], ['Harry Arter', 'Midfielder', '8050'], ['Junior Hoilett', 'Midfielder', '3823'], ['Joe Ralls', 'Midfielder', '10074'], ['Víctor Camarasa', 'Midfielder', '22952'], ['Danny Ward', 'Forward', '3831'], ['Bobby De Cordova-Reid', 'Forward', '8192'], ['Petr Cech', 'Goalkeeper', '2651'], ['Shkodran Mustafi', 'Defender', '3869'], ['Nacho Monreal', 'Defender', '4472'], ['Héctor Bellerín', 'Defender', '4474'], ['Sokratis Papastathopoulos', 'Defender', '5093'], ['Mesut Özil', 'Midfielder', '4714'], ['Aaron Ramsey', 'Midfielder', '3548'], ['Granit Xhaka', 'Midfielder', '12136'], ['Pierre-Emerick Aubameyang', 'Midfielder', '5110'], ['Mattéo Guendouzi', 'Midfielder', '50512'], ['Alexandre Lacazette', 'Forward', '6899']]"
38341,"['Chelsea', 'Bournemouth']","['2', '0']","['0', '0']",Sat 1 Sep 2018,"['4-3-3', '3-4-3']","[['Kepa', 'Goalkeeper', '11373'], ['Marcos Alonso', 'Defender', '4093'], ['César Azpilicueta', 'Defender', '4496'], ['David Luiz', 'Defender', '4100'], ['Antonio Rüdiger', 'Defender', '16801'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Jorginho', 'Midfielder', '5682'], ['Mateo Kovacic', 'Midfielder', '12520'], ['Willian', 'Forward', '4748'], ['Eden Hazard', 'Forward', '4503'], ['Álvaro Morata', 'Forward', '5804'], ['Asmir Begovic', 'Goalkeeper', '2537'], ['Nathan Aké', 'Defender', '4499'], ['Steve Cook', 'Defender', '8045'], ['Simon Francis', 'Defender', '8044'], ['Dan Gosling', 'Midfielder', '3390'], ['Diego Rico', 'Midfielder', '26076'], ['Jefferson Lerma', 'Midfielder', '37776'], ['Adam Smith', 'Midfielder', '3512'], ['Ryan Fraser', 'Forward', '8052'], ['Joshua King', 'Forward', '3926'], ['Callum Wilson', 'Forward', '8454']]"
38342,"['Crystal Palace', 'Southampton']","['0', '2']","['0', '0']",Sat 1 Sep 2018,"['4-4-2', '4-4-2']","[['Wayne Hennessey', 'Goalkeeper', '2569'], ['Mamadou Sakho', 'Defender', '4796'], ['Patrick van Aanholt', 'Defender', '3362'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Martin Kelly', 'Defender', '3644'], ['Andros Townsend', 'Midfielder', '3724'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['James McArthur', 'Midfielder', '4224'], ['Luka Milivojevic', 'Midfielder', '5859'], ['Jordan Ayew', 'Forward', '5595'], ['Christian Benteke', 'Forward', '4492'], ['Alex McCarthy', 'Goalkeeper', '4573'], ['Jannik Vestergaard', 'Defender', '20109'], ['Ryan Bertrand', 'Defender', '2886'], ['Cédric Soares', 'Defender', '11347'], ['Wesley Hoedt', 'Defender', '6194'], ['Mohamed Elyounoussi', 'Midfielder', '15967'], ['Nathan Redmond', 'Midfielder', '3811'], ['Mario Lemina', 'Midfielder', '5583'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Shane Long', 'Forward', '3206'], ['Danny Ings', 'Forward', '8245']]"
38343,"['Everton', 'Huddersfield']","['1', '1']","['1', '1']",Sat 1 Sep 2018,"['4-2-3-1', '5-4-1']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['Kurt Zouma', 'Defender', '5175'], ['Séamus Coleman', 'Defender', '3600'], ['Lucas Digne', 'Defender', '5758'], ['Mason Holgate', 'Defender', '10564'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Theo Walcott', 'Midfielder', '2839'], ['Dominic Calvert-Lewin', 'Midfielder', '9576'], ['Tom Davies', 'Midfielder', '13389'], ['Morgan Schneiderlin', 'Midfielder', '4615'], ['Cenk Tosun', 'Forward', '12114'], ['Jonas Lössl', 'Goalkeeper', '12444'], ['Chris Löwe', 'Defender', '19608'], ['Christopher Schindler', 'Defender', '19607'], ['Florent Hadërgjonaj', 'Defender', '12173'], ['Zanka', 'Defender', '7103'], ['Terence Kongolo', 'Defender', '12359'], ['Rajiv van La Parra', 'Midfielder', '10964'], ['Aaron Mooy', 'Midfielder', '19619'], ['Adama Diakhaby', 'Midfielder', '24253'], ['Philip Billing', 'Midfielder', '8882'], ['Steve Mounié', 'Forward', '22570']]"
38344,"['Leicester', 'Liverpool']","['1', '2']","['0', '2']",Sat 1 Sep 2018,"['4-2-3-1', '4-3-3']","[['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Ben Chilwell', 'Defender', '13491'], ['Harry Maguire', 'Defender', '9566'], ['Ricardo Pereira', 'Defender', '5343'], ['Wes Morgan', 'Defender', '8966'], ['Rachid Ghezzal', 'Midfielder', '6889'], ['Nampalys Mendy', 'Midfielder', '19617'], ['James Maddison', 'Midfielder', '8456'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Marc Albrighton', 'Midfielder', '3564'], ['Demarai Gray', 'Forward', '7946'], ['Alisson Becker', 'Goalkeeper', '20559'], ['Joe Gomez', 'Defender', '10651'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Andy Robertson', 'Defender', '10458'], ['Virgil van Dijk', 'Defender', '5140'], ['James Milner', 'Midfielder', '2100'], ['Jordan Henderson', 'Midfielder', '3712'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Roberto Firmino', 'Forward', '13511'], ['Sadio Mané', 'Forward', '6519'], ['Mohamed Salah', 'Forward', '5178']]"
38345,"['Man City', 'Newcastle']","['2', '1']","['1', '1']",Sat 1 Sep 2018,"['4-1-3-2', '5-4-1']","[['Ederson', 'Goalkeeper', '12707'], ['Kyle Walker', 'Defender', '3955'], ['John Stones', 'Defender', '4505'], ['Benjamin Mendy', 'Defender', '5575'], ['Aymeric Laporte', 'Defender', '11044'], ['Raheem Sterling', 'Midfielder', '4316'], ['Fernandinho', 'Midfielder', '4804'], ['Riyad Mahrez', 'Midfielder', '8983'], ['David Silva', 'Midfielder', '4145'], ['Sergio Agüero', 'Forward', '4328'], ['Gabriel Jesus', 'Forward', '19680'], ['Martin Dúbravka', 'Goalkeeper', '6451'], ['Ciaran Clark', 'Defender', '3562'], ['DeAndre Yedlin', 'Defender', '10522'], ['Jamaal Lascelles', 'Defender', '9257'], ['Federico Fernández', 'Defender', '5672'], ['Paul Dummett', 'Defender', '4340'], ['Mohamed Diamé', 'Midfielder', '3982'], ['Kenedy', 'Midfielder', '13285'], ['Ayoze Pérez', 'Midfielder', '10487'], ['Ki Sung-Yeung', 'Midfielder', '4656'], ['Salomón Rondón', 'Forward', '6030']]"
38346,"['Watford', 'Spurs']","['2', '1']","['0', '0']",Sun 2 Sep 2018,"['4-2-2-2', '3-1-4-2']","[['Ben Foster', 'Goalkeeper', '2932'], ['Daryl Janmaat', 'Defender', '10480'], ['Christian Kabasele', 'Defender', '19605'], ['Craig Cathcart', 'Defender', '3160'], ['José Holebas', 'Defender', '5713'], ['Roberto Pereyra', 'Midfielder', '11213'], ['Will Hughes', 'Midfielder', '8589'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Étienne Capoue', 'Midfielder', '4843'], ['Andre Gray', 'Forward', '9060'], ['Troy Deeney', 'Forward', '9947'], ['Michel Vorm', 'Goalkeeper', '4398'], ['Jan Vertonghen', 'Defender', '4666'], ['Toby Alderweireld', 'Defender', '4916'], ['Davinson Sánchez', 'Defender', '20224'], ['Mousa Dembélé', 'Midfielder', '4123'], ['Ben Davies', 'Midfielder', '4408'], ['Dele Alli', 'Midfielder', '9167'], ['Kieran Trippier', 'Midfielder', '3905'], ['Christian Eriksen', 'Midfielder', '4845'], ['Harry Kane', 'Forward', '3960'], ['Lucas Moura', 'Forward', '5762']]"
38347,"['West Ham', 'Wolves']","['0', '1']","['0', '0']",Sat 1 Sep 2018,"['4-2-3-1', '3-4-2-1']","[['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Fabián Balbuena', 'Defender', '32435'], ['Issa Diop', 'Defender', '49884'], ['Aaron Cresswell', 'Defender', '8897'], ['Ryan Fredericks', 'Defender', '3958'], ['Robert Snodgrass', 'Midfielder', '4558'], ['Michail Antonio', 'Midfielder', '9595'], ['Jack Wilshere', 'Midfielder', '3547'], ['Carlos Sánchez', 'Midfielder', '10430'], ['Felipe Anderson', 'Midfielder', '6784'], ['Marko Arnautovic', 'Forward', '4823'], ['Rui Patrício', 'Goalkeeper', '11341'], ['Conor Coady', 'Defender', '4136'], ['Ryan Bennett', 'Defender', '4351'], ['Willy-Arnaud Boly', 'Defender', '16204'], ['Rúben Neves', 'Midfielder', '11180'], ['João Moutinho', 'Midfielder', '11259'], ['Matt Doherty', 'Midfielder', '4229'], ['Jonny Otto', 'Midfielder', '20277'], ['Raúl Jiménez', 'Forward', '11071'], ['Hélder Costa', 'Forward', '5064'], ['Diogo Jota', 'Forward', '19758']]"
38348,"['Bournemouth', 'Leicester']","['4', '2']","['3', '0']",Sat 15 Sep 2018,"['4-4-2', '4-2-3-1']","[['Asmir Begovic', 'Goalkeeper', '2537'], ['Adam Smith', 'Defender', '3512'], ['Steve Cook', 'Defender', '8045'], ['Nathan Aké', 'Defender', '4499'], ['Diego Rico', 'Defender', '26076'], ['Dan Gosling', 'Midfielder', '3390'], ['Ryan Fraser', 'Midfielder', '8052'], ['Jefferson Lerma', 'Midfielder', '37776'], ['David Brooks', 'Midfielder', '13706'], ['Callum Wilson', 'Forward', '8454'], ['Joshua King', 'Forward', '3926'], ['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Ben Chilwell', 'Defender', '13491'], ['Ricardo Pereira', 'Defender', '5343'], ['Wes Morgan', 'Defender', '8966'], ['Harry Maguire', 'Defender', '9566'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Rachid Ghezzal', 'Midfielder', '6889'], ['James Maddison', 'Midfielder', '8456'], ['Nampalys Mendy', 'Midfielder', '19617'], ['Demarai Gray', 'Midfielder', '7946'], ['Jamie Vardy', 'Forward', '8979']]"
38349,"['Chelsea', 'Cardiff']","['4', '1']","['2', '1']",Sat 15 Sep 2018,"['4-3-3', '4-4-1-1']","[['Kepa', 'Goalkeeper', '11373'], ['Marcos Alonso', 'Defender', '4093'], ['César Azpilicueta', 'Defender', '4496'], ['David Luiz', 'Defender', '4100'], ['Antonio Rüdiger', 'Defender', '16801'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Mateo Kovacic', 'Midfielder', '12520'], ['Jorginho', 'Midfielder', '5682'], ['Olivier Giroud', 'Forward', '4481'], ['Eden Hazard', 'Forward', '4503'], ['Pedro', 'Forward', '4972'], ['Neil Etheridge', 'Goalkeeper', '4120'], ['Joe Bennett', 'Defender', '3672'], ['Sol Bamba', 'Defender', '7500'], ['Sean Morrison', 'Defender', '4577'], ['Bruno Ecuele Manga', 'Defender', '10633'], ['Junior Hoilett', 'Midfielder', '3823'], ['Harry Arter', 'Midfielder', '8050'], ['Joe Ralls', 'Midfielder', '10074'], ['Víctor Camarasa', 'Midfielder', '22952'], ['Danny Ward', 'Forward', '3831'], ['Bobby De Cordova-Reid', 'Forward', '8192']]"
38350,"['Everton', 'West Ham']","['1', '3']","['1', '2']",Sun 16 Sep 2018,"['4-2-3-1', '4-1-4-1']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['Kurt Zouma', 'Defender', '5175'], ['Lucas Digne', 'Defender', '5758'], ['Jonjoe Kenny', 'Defender', '10449'], ['Mason Holgate', 'Defender', '10564'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Morgan Schneiderlin', 'Midfielder', '4615'], ['Dominic Calvert-Lewin', 'Midfielder', '9576'], ['Theo Walcott', 'Midfielder', '2839'], ['Idrissa Gueye', 'Midfielder', '12582'], ['Cenk Tosun', 'Forward', '12114'], ['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Issa Diop', 'Defender', '49884'], ['Pablo Zabaleta', 'Defender', '3654'], ['Arthur Masuaku', 'Defender', '11284'], ['Fabián Balbuena', 'Defender', '32435'], ['Andrii Yarmolenko', 'Midfielder', '6389'], ['Declan Rice', 'Midfielder', '15202'], ['Felipe Anderson', 'Midfielder', '6784'], ['Pedro Obiang', 'Midfielder', '13871'], ['Mark Noble', 'Midfielder', '3014'], ['Marko Arnautovic', 'Forward', '4823']]"
38351,"['Huddersfield', 'Crystal Palace']","['0', '1']","['0', '1']",Sat 15 Sep 2018,"['3-4-3', '4-3-3']","[['Jonas Lössl', 'Goalkeeper', '12444'], ['Terence Kongolo', 'Defender', '12359'], ['Christopher Schindler', 'Defender', '19607'], ['Zanka', 'Defender', '7103'], ['Florent Hadërgjonaj', 'Midfielder', '12173'], ['Aaron Mooy', 'Midfielder', '19619'], ['Chris Löwe', 'Midfielder', '19608'], ['Philip Billing', 'Midfielder', '8882'], ['Elias Kachunga', 'Forward', '19611'], ['Steve Mounié', 'Forward', '22570'], ['Rajiv van La Parra', 'Forward', '10964'], ['Wayne Hennessey', 'Goalkeeper', '2569'], ['Mamadou Sakho', 'Defender', '4796'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Patrick van Aanholt', 'Defender', '3362'], ['James Tomkins', 'Defender', '3517'], ['Cheikhou Kouyaté', 'Midfielder', '5861'], ['James McArthur', 'Midfielder', '4224'], ['Luka Milivojevic', 'Midfielder', '5859'], ['Wilfried Zaha', 'Forward', '4539'], ['Jordan Ayew', 'Forward', '5595'], ['Andros Townsend', 'Forward', '3724']]"
